transaction_id,amount,hour,country_risk_score,device_age_days,account_age_days,failed_logins_24h,transactions_1h,velocity_24h,is_new_device,is_cross_border,merchant_risk_score,fraud_label
TXN-003702,44.28,15,0.129,1359,2164,1,2,2,0,0,0.169,0
TXN-003703,38.86,8,0.085,460,2308,1,3,7,1,0,0.441,0
TXN-003704,21.17,1,0.464,1347,3323,1,4,9,1,0,0.119,0
TXN-003705,40.12,0,0.056,578,2907,1,1,9,1,0,0.205,0
TXN-003706,5.02,14,0.404,1442,308,0,0,11,0,0,0.732,1
TXN-003707,56.37,20,0.072,1403,3580,0,3,10,0,1,0.164,0
TXN-003708,134.92,7,0.187,1098,1392,1,3,10,0,0,0.096,0
TXN-003709,55.21,6,0.399,936,1547,2,2,10,1,0,0.335,0
TXN-003710,46.9,1,0.207,1364,3854,0,1,11,0,0,0.495,0
TXN-003711,9.43,13,0.065,954,3216,0,3,9,0,1,0.752,0
TXN-003712,93.35,16,0.095,68,1700,2,6,7,1,1,0.523,0
TXN-003713,74.5,7,0.076,1300,1166,0,3,10,0,1,0.144,0
TXN-003714,137.09,16,0.334,745,3392,0,2,8,0,0,0.398,0
TXN-003715,150.47,12,0.429,937,2645,1,1,9,0,0,0.553,0
TXN-003716,23.56,14,0.505,593,2787,1,1,6,0,0,0.476,0
TXN-003717,34.06,23,0.32,127,2355,2,0,4,0,0,0.228,0
TXN-003718,166.06,18,0.301,1251,3999,1,2,4,0,1,0.379,0
TXN-003719,8.11,14,0.382,27,2498,1,2,10,0,0,0.35,0
TXN-003720,55.81,15,0.282,908,1232,0,3,4,0,0,0.679,0
TXN-003721,16.51,17,0.126,96,2404,2,3,10,0,1,0.327,0
TXN-003722,18.06,5,0.04,794,1726,1,0,9,0,0,0.472,0
TXN-003723,90.0,10,0.025,334,2877,0,3,7,0,1,0.331,0
TXN-003724,36.85,5,0.123,1443,1493,0,2,13,0,1,0.35,0
TXN-003725,48.34,8,0.056,1418,1899,0,3,6,0,1,0.081,0
TXN-003726,133.14,1,0.038,305,3057,0,1,8,0,0,0.386,0
TXN-003727,121.65,13,0.016,1408,595,0,2,10,0,0,0.177,0
TXN-003728,65.59,5,0.31,1357,1733,0,2,4,0,1,0.48,0
TXN-003729,67.68,16,0.193,621,752,0,1,10,0,0,0.581,0
TXN-003730,100.53,8,0.125,1326,3140,2,2,11,0,1,0.198,0
TXN-003731,15.66,11,0.571,802,3644,0,3,4,0,0,0.541,0
TXN-003732,9.6,3,0.098,401,1496,0,2,12,0,0,0.482,0
TXN-003733,39.36,13,0.218,924,874,0,3,5,1,0,0.308,0
TXN-003734,80.6,16,0.408,271,482,0,3,14,0,0,0.13,1
TXN-003735,140.89,5,0.301,877,3587,0,1,3,0,0,0.371,0
TXN-003736,43.99,8,0.021,158,147,1,4,8,0,0,0.312,0
TXN-003737,122.77,20,0.545,732,1414,1,0,11,0,1,0.246,0
TXN-003738,60.02,6,0.322,969,3199,1,4,8,1,1,0.295,0
TXN-003739,10.63,5,0.058,1135,798,2,3,5,0,0,0.636,0
TXN-003740,56.79,12,0.342,224,3607,0,1,11,0,0,0.798,0
TXN-003741,131.19,9,0.283,919,745,1,2,5,0,0,0.25,0
TXN-003742,22.2,10,0.122,981,679,0,1,10,0,0,0.282,0
TXN-003743,62.38,14,0.63,682,1814,1,4,10,0,0,0.294,0
TXN-003744,27.1,21,0.384,919,100,1,2,6,1,0,0.393,0
TXN-003745,33.54,17,0.255,1124,459,0,0,11,0,1,0.415,0
TXN-003746,30.82,2,0.256,739,208,0,2,8,0,0,0.36,0
TXN-003747,44.7,12,0.282,478,1248,0,3,11,0,1,0.437,0
TXN-003748,11.87,13,0.288,637,742,1,0,6,0,0,0.647,0
TXN-003749,104.22,5,0.2,1097,2986,1,4,11,0,0,0.08,0
TXN-003750,117.27,23,0.131,1333,1808,0,3,6,0,0,0.1,0
TXN-003751,113.32,12,0.245,779,343,2,1,14,0,0,0.228,0
TXN-003752,16.14,7,0.149,154,3222,0,1,4,0,0,0.449,0
TXN-003753,77.9,22,0.202,450,2871,1,1,12,0,1,0.339,0
TXN-003754,108.46,12,0.358,849,3535,1,0,5,0,0,0.202,0
TXN-003755,62.42,23,0.171,687,1128,0,1,9,0,0,0.346,0
TXN-003756,18.43,2,0.213,683,39,2,6,10,0,0,0.312,0
TXN-003757,24.47,12,0.402,1335,2646,0,2,10,1,1,0.287,1
TXN-003758,166.31,7,0.435,957,3547,0,2,10,0,0,0.336,0
TXN-003759,35.97,1,0.57,598,1254,0,2,10,0,0,0.829,0
TXN-003760,19.91,14,0.354,964,2709,1,1,9,0,0,0.114,0
TXN-003761,18.62,4,0.17,235,2642,2,2,9,0,0,0.502,0
TXN-003762,21.75,1,0.216,1145,1740,0,2,10,0,0,0.167,0
TXN-003763,72.11,19,0.294,1429,440,0,1,3,0,1,0.285,0
TXN-003764,5.44,20,0.105,1283,2991,2,1,7,0,0,0.597,0
TXN-003765,10.2,19,0.292,1165,3549,1,0,12,0,1,0.519,0
TXN-003766,8.63,20,0.399,783,1050,2,1,8,0,1,0.556,1
TXN-003767,79.59,7,0.064,739,1361,0,3,9,0,0,0.274,0
TXN-003768,14.26,14,0.255,201,2038,0,1,5,0,0,0.344,0
TXN-003769,6.24,17,0.532,1231,3703,1,3,12,0,1,0.397,0
TXN-003770,32.09,14,0.381,876,139,2,2,6,0,1,0.155,0
TXN-003771,56.63,19,0.333,1445,3718,0,5,9,0,0,0.204,0
TXN-003772,21.3,4,0.472,1019,1653,0,2,5,1,0,0.257,0
TXN-003773,22.59,16,0.229,1374,2497,0,2,11,0,0,0.176,0
TXN-003774,137.1,8,0.495,910,1221,0,7,7,0,1,0.3,0
TXN-003775,173.77,16,0.208,332,2344,0,3,1,0,0,0.123,0
TXN-003776,55.66,10,0.459,454,3349,0,1,8,1,0,0.233,0
TXN-003777,25.37,6,0.292,1322,622,0,0,12,1,1,0.216,0
TXN-003778,76.13,8,0.322,876,732,1,2,9,0,0,0.419,0
TXN-003779,45.57,17,0.198,602,2141,1,4,4,0,1,0.851,0
TXN-003780,38.63,18,0.233,446,3238,3,2,7,0,0,0.187,0
TXN-003781,121.62,4,0.22,737,2889,2,2,13,0,0,0.109,0
TXN-003782,10.14,12,0.476,1177,1415,1,1,7,0,1,0.263,1
TXN-003783,45.69,7,0.184,189,3261,1,3,4,0,0,0.252,0
TXN-003784,45.08,4,0.131,1137,3217,0,0,6,0,0,0.22,0
TXN-003785,505.03,22,0.169,281,3872,0,0,9,0,0,0.344,0
TXN-003786,24.14,2,0.212,861,3118,2,3,8,0,1,0.067,0
TXN-003787,88.45,18,0.114,1215,2352,2,4,5,0,1,0.1,0
TXN-003788,49.05,2,0.293,819,2751,0,2,4,0,0,0.057,0
TXN-003789,36.63,7,0.504,120,2649,0,1,7,0,0,0.713,0
TXN-003790,48.61,8,0.491,1020,1529,2,4,10,0,0,0.376,0
TXN-003791,239.16,2,0.512,1487,3749,1,2,9,0,0,0.421,0
TXN-003792,51.77,20,0.2,922,3538,1,1,7,0,0,0.21,0
TXN-003793,14.25,13,0.073,183,2050,2,1,6,1,1,0.136,0
TXN-003794,17.05,0,0.613,100,1101,0,1,9,0,0,0.422,0
TXN-003795,154.65,19,0.648,1282,2336,2,2,7,0,0,0.383,0
TXN-003796,39.47,11,0.55,1324,2822,0,1,6,0,0,0.193,0
TXN-003797,93.45,11,0.437,94,2741,1,4,6,1,0,0.054,0
TXN-003798,16.07,23,0.237,703,1931,2,2,10,0,0,0.103,0
TXN-003799,27.51,3,0.272,481,2369,0,2,6,0,0,0.207,0
TXN-003800,8.22,18,0.23,454,219,3,0,12,0,0,0.339,0
TXN-003801,165.28,19,0.113,1428,2204,2,3,15,0,0,0.066,0
TXN-003802,10.53,11,0.17,529,399,1,2,13,0,0,0.584,0
TXN-003803,76.32,2,0.358,1484,3351,2,6,8,0,1,0.441,1
TXN-003804,18.33,7,0.269,354,692,0,3,9,0,0,0.296,0
TXN-003805,46.75,20,0.201,861,1809,0,3,7,0,0,0.261,0
TXN-003806,49.96,22,0.164,114,2808,1,1,7,0,0,0.41,0
TXN-003807,26.01,8,0.079,520,620,0,1,7,0,0,0.341,0
TXN-003808,26.42,20,0.114,1335,1050,1,3,5,0,1,0.215,1
TXN-003809,25.44,20,0.424,1163,327,1,0,13,1,0,0.708,0
TXN-003810,100.23,5,0.274,448,3649,0,1,12,0,0,0.248,0
TXN-003811,177.97,2,0.255,276,659,0,1,5,0,0,0.542,0
TXN-003812,4.88,20,0.427,1224,2360,1,2,4,1,0,0.682,0
TXN-003813,35.73,1,0.407,821,318,1,1,7,0,0,0.465,0
TXN-003814,21.6,14,0.069,1405,3205,3,0,3,0,0,0.397,0
TXN-003815,65.76,21,0.115,1060,740,0,1,10,0,0,0.435,0
TXN-003816,67.19,8,0.58,1350,634,2,2,6,0,0,0.221,0
TXN-003817,53.64,7,0.466,854,3096,2,2,11,0,1,0.46,1
TXN-003818,146.53,0,0.598,870,1874,3,2,13,1,0,0.506,0
TXN-003819,20.47,13,0.327,1248,1626,1,2,7,1,0,0.166,0
TXN-003820,32.69,10,0.104,27,268,2,2,8,1,0,0.74,0
TXN-003821,327.0,10,0.525,1163,3232,0,2,10,0,1,0.333,1
TXN-003822,15.31,22,0.439,735,2805,0,2,8,0,0,0.237,0
TXN-003823,244.15,13,0.211,1253,815,1,2,9,0,1,0.258,0
TXN-003824,115.49,16,0.202,265,1212,0,0,3,0,0,0.504,0
TXN-003825,16.11,13,0.26,74,183,0,7,4,0,0,0.712,0
TXN-003826,32.12,21,0.065,508,323,1,2,10,0,0,0.325,0
TXN-003827,54.39,5,0.088,364,2365,2,1,6,0,0,0.253,0
TXN-003828,42.76,13,0.245,1483,3329,0,2,4,0,0,0.242,0
TXN-003829,134.08,16,0.242,656,314,0,2,7,0,0,0.278,0
TXN-003830,38.44,0,0.483,440,534,2,1,8,0,0,0.383,0
TXN-003831,15.83,14,0.461,1101,955,0,2,10,1,0,0.064,0
TXN-003832,74.29,9,0.502,18,3609,1,6,5,0,0,0.252,0
TXN-003833,8.7,0,0.794,838,3240,0,0,8,0,1,0.1,1
TXN-003834,2.86,3,0.342,1124,3793,1,1,10,1,0,0.642,0
TXN-003835,42.84,3,0.231,901,3846,1,3,8,0,0,0.59,0
TXN-003836,18.92,13,0.262,1426,1261,1,3,8,0,0,0.217,0
TXN-003837,74.8,7,0.263,1129,3457,1,2,10,0,0,0.237,0
TXN-003838,23.65,14,0.188,640,2744,1,1,10,0,1,0.166,0
TXN-003839,17.52,11,0.068,404,2733,1,1,6,0,1,0.187,0
TXN-003840,11.8,6,0.273,1362,3231,2,0,12,1,1,0.264,1
TXN-003841,51.09,2,0.252,37,2839,2,1,7,0,0,0.683,0
TXN-003842,67.73,9,0.206,1084,1182,3,5,4,0,1,0.716,0
TXN-003843,16.55,10,0.326,699,898,3,1,7,0,1,0.655,0
TXN-003844,15.44,19,0.351,862,391,1,1,6,0,0,0.57,1
TXN-003845,65.93,3,0.328,104,1355,1,1,10,1,0,0.199,0
TXN-003846,74.31,23,0.412,1454,2996,0,3,10,1,0,0.229,0
TXN-003847,13.05,2,0.039,986,2439,0,3,5,0,1,0.204,0
TXN-003848,139.65,2,0.691,833,2442,0,3,7,0,0,0.048,1
TXN-003849,52.07,1,0.497,917,1806,0,2,8,0,0,0.455,0
TXN-003850,33.79,18,0.241,880,573,2,4,7,0,0,0.172,0
TXN-003851,64.42,20,0.548,671,967,0,2,10,0,0,0.657,0
TXN-003852,15.19,11,0.205,607,3058,1,1,9,0,0,0.42,0
TXN-003853,98.58,7,0.391,1153,624,0,5,5,1,0,0.482,0
TXN-003854,217.86,8,0.191,924,1314,0,3,7,0,1,0.251,0
TXN-003855,10.63,10,0.091,13,2258,1,3,12,0,0,0.429,0
TXN-003856,14.19,16,0.306,543,1415,2,0,5,0,0,0.145,0
TXN-003857,43.81,6,0.318,757,877,0,1,5,0,0,0.598,0
TXN-003858,6.32,5,0.177,1057,1017,0,2,6,0,0,0.21,0
TXN-003859,30.14,8,0.174,465,2904,0,1,17,0,1,0.472,0
TXN-003860,21.4,12,0.067,513,377,2,3,9,0,0,0.454,0
TXN-003861,86.63,8,0.519,148,596,1,2,7,1,0,0.269,1
TXN-003862,347.63,15,0.37,1394,1956,0,1,8,0,1,0.324,0
TXN-003863,223.39,13,0.235,1073,1867,0,1,5,0,0,0.356,0
TXN-003864,21.95,20,0.084,786,1162,1,0,11,0,0,0.762,0
TXN-003865,9.76,4,0.481,126,1444,0,2,12,0,0,0.211,0
TXN-003866,172.75,18,0.315,1182,2093,2,1,4,0,0,0.027,0
TXN-003867,33.9,20,0.416,899,1481,0,2,10,0,0,0.171,0
TXN-003868,20.53,3,0.185,1362,1723,0,1,5,0,0,0.366,0
TXN-003869,11.68,14,0.342,688,36,2,1,8,0,0,0.735,0
TXN-003870,16.49,11,0.101,228,2297,2,4,9,1,0,0.221,0
TXN-003871,45.84,17,0.398,273,3597,2,4,7,0,0,0.474,0
TXN-003872,55.72,1,0.427,464,1625,0,1,8,0,0,0.52,0
TXN-003873,76.12,0,0.217,390,2306,0,1,6,0,0,0.374,0
TXN-003874,68.52,5,0.599,253,3433,0,1,5,1,1,0.269,0
TXN-003875,135.58,17,0.459,1099,1543,1,3,14,0,0,0.544,1
TXN-003876,73.33,21,0.471,1342,559,0,0,10,0,0,0.19,0
TXN-003877,23.54,18,0.347,1252,3610,1,1,6,0,1,0.341,0
TXN-003878,72.21,13,0.433,1095,127,1,3,2,1,0,0.344,0
TXN-003879,100.55,12,0.092,814,1123,3,3,3,0,0,0.321,0
TXN-003880,8.47,6,0.248,560,1274,2,4,18,1,0,0.676,0
TXN-003881,89.85,22,0.316,653,3839,0,2,11,0,1,0.365,0
TXN-003882,54.35,14,0.238,1452,399,3,3,11,1,0,0.065,0
TXN-003883,24.81,12,0.323,1266,3034,0,2,6,0,0,0.529,0
TXN-003884,29.64,7,0.296,1264,2770,0,0,10,0,1,0.801,0
TXN-003885,41.04,5,0.044,247,1723,1,5,10,0,0,0.408,0
TXN-003886,59.33,14,0.576,404,3230,1,1,8,0,0,0.184,1
TXN-003887,82.11,20,0.24,1210,2270,0,2,7,0,1,0.224,0
TXN-003888,21.67,21,0.131,580,2028,0,7,6,0,0,0.09,0
TXN-003889,133.56,6,0.375,1286,503,0,3,8,0,1,0.258,0
TXN-003890,76.96,9,0.099,1115,565,0,3,10,1,0,0.421,0
TXN-003891,41.84,7,0.315,377,2452,3,3,7,0,0,0.034,0
TXN-003892,52.46,2,0.189,853,892,1,3,8,0,1,0.316,0
TXN-003893,14.09,0,0.147,502,1197,2,0,18,0,0,0.61,0
TXN-003894,113.14,5,0.486,259,1701,1,2,3,0,0,0.282,0
TXN-003895,140.96,4,0.048,909,2283,0,3,6,0,1,0.618,0
TXN-003896,14.52,8,0.44,649,900,1,4,5,0,1,0.676,1
TXN-003897,80.2,19,0.84,443,3265,1,3,9,0,0,0.165,0
TXN-003898,152.62,4,0.096,247,2048,0,1,6,0,0,0.37,1
TXN-003899,14.05,20,0.352,1071,3039,2,1,8,1,0,0.867,0
TXN-003900,25.17,10,0.168,329,125,0,3,7,0,0,0.348,0
TXN-003901,66.74,5,0.209,1104,1201,0,1,13,1,0,0.19,0
TXN-003902,113.86,3,0.077,1225,1016,0,2,6,0,0,0.203,0
TXN-003903,4.37,12,0.262,874,1758,1,3,8,0,0,0.079,0
TXN-003904,34.09,20,0.5,1095,2583,0,2,7,0,0,0.234,0
TXN-003905,26.72,13,0.13,1233,3512,1,4,13,1,0,0.364,0
TXN-003906,12.53,19,0.308,395,3372,3,3,5,0,0,0.51,1
TXN-003907,78.37,1,0.317,459,2866,1,2,9,1,1,0.5,1
TXN-003908,30.51,16,0.344,360,452,2,4,6,0,0,0.305,0
TXN-003909,2.44,21,0.125,379,1564,1,2,7,0,0,0.265,0
TXN-003910,52.16,2,0.199,823,2219,0,2,6,0,0,0.545,0
TXN-003911,93.22,22,0.063,282,3297,1,0,8,0,0,0.464,0
TXN-003912,27.29,10,0.042,1417,343,1,5,10,1,0,0.048,0
TXN-003913,22.25,21,0.138,473,3230,3,1,9,0,0,0.383,0
TXN-003914,18.91,9,0.058,1032,656,2,0,14,0,0,0.43,0
TXN-003915,44.47,13,0.24,85,1144,0,2,12,0,0,0.528,0
TXN-003916,14.36,10,0.345,6,3051,1,0,11,0,0,0.344,0
TXN-003917,88.44,11,0.215,164,3488,3,1,6,1,0,0.244,0
TXN-003918,39.11,23,0.126,1008,1794,1,4,7,0,0,0.358,0
TXN-003919,29.57,7,0.441,123,2178,1,2,2,0,0,0.193,0
TXN-003920,13.71,5,0.122,946,793,1,4,8,0,0,0.245,0
TXN-003921,23.07,11,0.165,649,206,2,2,8,0,0,0.223,0
TXN-003922,2.46,9,0.017,1460,2800,1,3,7,1,0,0.507,0
TXN-003923,58.47,15,0.077,691,613,2,1,9,1,0,0.121,0
TXN-003924,80.01,3,0.124,1240,451,2,3,13,0,1,0.296,0
TXN-003925,22.11,8,0.515,1134,3073,1,2,12,0,0,0.255,0
TXN-003926,262.71,18,0.39,1281,1482,0,1,8,0,0,0.597,0
TXN-003927,44.42,17,0.284,65,2931,0,1,13,0,0,0.14,0
TXN-003928,59.99,21,0.55,98,2296,0,7,3,1,0,0.03,0
TXN-003929,14.6,23,0.359,469,617,1,0,13,0,0,0.478,1
TXN-003930,19.02,18,0.286,1422,2655,0,1,10,0,0,0.42,0
TXN-003931,32.79,19,0.101,933,1888,0,4,11,0,0,0.192,0
TXN-003932,221.6,18,0.109,626,1452,1,1,7,1,0,0.065,0
TXN-003933,29.18,2,0.398,467,1396,0,0,6,0,0,0.023,0
TXN-003934,26.09,19,0.369,539,3375,0,2,10,0,0,0.379,0
TXN-003935,50.35,0,0.195,610,485,3,8,11,0,0,0.765,1
TXN-003936,104.83,12,0.216,873,1657,0,0,4,1,0,0.233,0
TXN-003937,39.81,20,0.098,778,3418,1,2,7,0,0,0.284,0
TXN-003938,18.61,9,0.282,381,3417,0,3,6,0,1,0.284,0
TXN-003939,41.53,22,0.424,93,123,1,2,7,0,0,0.204,0
TXN-003940,24.66,6,0.394,1448,3936,1,1,8,0,0,0.235,0
TXN-003941,38.6,12,0.025,412,939,0,1,2,0,0,0.085,0
TXN-003942,72.19,17,0.055,1215,2846,0,0,5,0,0,0.631,0
TXN-003943,42.92,12,0.241,1356,3164,4,4,4,0,0,0.549,0
TXN-003944,88.21,12,0.17,849,3081,2,2,9,0,1,0.023,0
TXN-003945,66.39,20,0.5,1019,156,0,2,12,0,1,0.1,0
TXN-003946,31.48,20,0.111,1419,164,0,3,9,1,0,0.416,1
TXN-003947,25.48,1,0.367,24,535,2,4,9,0,0,0.123,0
TXN-003948,122.25,23,0.114,247,2346,2,0,4,0,0,0.449,0
TXN-003949,197.95,17,0.55,312,2198,1,1,5,0,0,0.127,0
TXN-003950,16.47,23,0.491,180,388,1,1,5,0,0,0.477,0
TXN-003951,37.84,22,0.219,173,261,1,4,5,1,1,0.236,0
TXN-003952,43.85,10,0.285,180,2533,0,2,9,0,0,0.712,0
TXN-003953,6.45,7,0.116,320,526,0,1,6,1,1,0.229,1
TXN-003954,39.99,3,0.11,1103,114,0,3,11,0,0,0.522,0
TXN-003955,39.96,17,0.344,208,3527,0,2,5,1,0,0.347,0
TXN-003956,120.19,4,0.162,307,1917,2,1,10,0,0,0.461,1
TXN-003957,87.1,21,0.337,773,2267,1,3,7,0,0,0.575,0
TXN-003958,147.06,12,0.188,344,1516,0,5,7,0,0,0.166,0
TXN-003959,52.8,21,0.163,1166,1454,0,0,16,1,0,0.319,0
TXN-003960,143.37,12,0.251,576,1979,0,4,8,0,0,0.399,0
TXN-003961,10.19,3,0.288,146,3337,1,4,9,0,0,0.472,0
TXN-003962,54.9,6,0.614,1312,2954,0,3,7,0,0,0.549,0
TXN-003963,26.66,7,0.16,1394,1827,0,0,14,0,0,0.096,0
TXN-003964,9.48,3,0.485,66,279,0,5,7,0,0,0.376,0
TXN-003965,67.27,21,0.194,892,3193,2,1,5,0,0,0.281,0
TXN-003966,27.29,16,0.198,1149,3513,2,3,8,0,0,0.247,0
TXN-003967,36.77,0,0.246,336,3166,1,5,8,0,1,0.242,0
TXN-003968,13.52,5,0.281,608,2170,1,2,8,0,0,0.181,0
TXN-003969,10.93,21,0.194,1109,28,0,0,9,1,0,0.195,0
TXN-003970,366.98,8,0.249,416,2602,1,1,8,0,0,0.263,1
TXN-003971,48.42,15,0.648,99,2404,0,2,13,0,0,0.405,0
TXN-003972,18.68,1,0.126,370,3806,1,2,9,0,0,0.196,0
TXN-003973,7.63,6,0.557,1337,3305,0,2,8,0,1,0.464,0
TXN-003974,24.56,7,0.354,28,3108,0,2,3,1,0,0.126,0
TXN-003975,28.5,4,0.62,441,3838,0,3,11,0,0,0.315,0
TXN-003976,10.51,1,0.181,12,2870,1,3,10,0,0,0.184,0
TXN-003977,41.63,2,0.174,377,1795,2,8,6,0,0,0.464,0
TXN-003978,23.94,8,0.078,295,1110,0,3,11,0,0,0.428,0
TXN-003979,75.76,6,0.31,524,2586,0,2,10,0,0,0.261,0
TXN-003980,32.96,20,0.135,423,3522,2,1,2,0,0,0.367,0
TXN-003981,54.9,16,0.327,580,915,0,0,6,0,0,0.44,0
TXN-003982,63.08,19,0.426,158,3323,0,2,6,1,0,0.427,0
TXN-003983,40.62,0,0.298,1354,396,0,1,6,0,1,0.374,0
TXN-003984,40.7,11,0.514,857,2889,1,2,8,0,1,0.621,1
TXN-003985,235.0,14,0.593,1212,3604,1,3,7,1,0,0.378,0
TXN-003986,85.31,21,0.174,1377,1022,1,2,11,0,0,0.304,0
TXN-003987,227.02,18,0.389,1269,1517,1,4,6,0,0,0.193,1
TXN-003988,15.84,16,0.281,1213,539,2,3,7,0,0,0.23,0
TXN-003989,12.08,7,0.405,1024,3794,0,2,10,1,1,0.778,0
TXN-003990,58.39,17,0.197,194,3401,1,2,8,1,0,0.274,0
TXN-003991,40.73,4,0.144,1046,1823,1,3,7,0,0,0.424,0
TXN-003992,16.42,0,0.101,170,2545,0,4,7,0,0,0.315,0
TXN-003993,13.68,21,0.096,506,987,1,1,8,0,0,0.062,0
TXN-003994,80.73,3,0.271,718,1227,2,2,6,0,0,0.373,1
TXN-003995,63.24,8,0.191,40,3716,4,6,5,0,0,0.522,0
TXN-003996,9.19,6,0.144,1371,2454,0,1,5,0,1,0.504,0
TXN-003997,186.9,3,0.116,293,3233,0,2,8,0,0,0.019,0
TXN-003998,131.83,9,0.06,1448,3973,1,0,11,0,0,0.353,0
TXN-003999,66.68,11,0.243,1335,606,6,1,7,0,0,0.426,1
TXN-004000,19.27,14,0.204,356,3091,3,1,9,0,1,0.273,0
TXN-004001,5.19,12,0.227,582,1132,0,0,13,1,0,0.714,0
TXN-004002,172.53,10,0.037,841,3323,0,1,6,1,0,0.151,0
TXN-004003,221.75,4,0.222,280,3476,0,5,12,0,0,0.166,0
TXN-004004,22.59,1,0.021,1134,2799,0,3,7,0,0,0.559,0
TXN-004005,103.95,19,0.072,1315,1106,1,1,10,1,1,0.3,0
TXN-004006,69.15,14,0.373,1209,1963,0,1,9,0,0,0.589,0
TXN-004007,106.87,3,0.385,1096,3924,2,5,12,0,0,0.585,1
TXN-004008,58.8,19,0.469,287,843,1,1,5,0,0,0.237,0
TXN-004009,53.28,6,0.397,840,3056,2,3,6,0,1,0.181,0
TXN-004010,34.25,22,0.181,1448,2869,0,1,7,1,0,0.252,0
TXN-004011,26.35,20,0.571,334,1711,1,2,5,0,0,0.204,0
TXN-004012,9.67,8,0.115,945,3610,0,3,10,0,0,0.259,0
TXN-004013,4.49,3,0.262,1369,2348,1,4,11,0,0,0.262,0
TXN-004014,159.85,18,0.236,67,1783,0,0,10,0,1,0.284,1
TXN-004015,116.04,3,0.452,606,3897,1,1,8,0,0,0.156,0
TXN-004016,142.23,4,0.359,1059,3502,1,5,4,0,0,0.343,0
TXN-004017,17.86,5,0.316,957,52,1,1,12,0,0,0.414,1
TXN-004018,12.3,0,0.372,1442,3012,1,3,10,0,0,0.067,0
TXN-004019,41.57,13,0.077,1388,1601,2,0,9,0,0,0.3,0
TXN-004020,71.81,2,0.571,163,270,2,3,6,0,0,0.591,0
TXN-004021,7.24,2,0.257,1245,2033,1,2,7,0,1,0.606,1
TXN-004022,5.29,14,0.048,1348,1888,0,1,10,0,0,0.213,0
TXN-004023,37.39,14,0.362,1484,2262,1,1,10,0,0,0.139,0
TXN-004024,23.0,20,0.179,172,920,1,4,5,0,0,0.504,0
TXN-004025,111.15,22,0.644,705,789,1,3,7,0,1,0.371,0
TXN-004026,12.57,8,0.239,1204,252,0,1,3,0,0,0.609,0
TXN-004027,284.37,11,0.042,781,3437,1,2,10,0,0,0.178,0
TXN-004028,148.95,13,0.351,556,412,1,2,7,1,0,0.465,0
TXN-004029,69.07,2,0.343,1082,2876,2,1,11,0,0,0.133,0
TXN-004030,41.74,8,0.322,1377,3812,2,4,14,0,0,0.363,0
TXN-004031,46.5,3,0.325,911,2706,0,3,11,0,0,0.419,0
TXN-004032,33.92,18,0.507,876,1956,0,4,5,0,0,0.092,0
TXN-004033,46.99,19,0.19,1194,3717,1,1,13,0,1,0.566,0
TXN-004034,34.84,10,0.383,1454,1429,1,3,7,0,1,0.56,0
TXN-004035,35.55,8,0.106,159,2328,2,2,9,0,0,0.389,0
TXN-004036,28.99,16,0.199,1269,3349,3,2,10,0,0,0.141,0
TXN-004037,18.79,12,0.238,25,244,0,1,6,0,0,0.241,0
TXN-004038,78.95,5,0.079,705,1846,0,3,12,0,0,0.432,0
TXN-004039,35.54,15,0.129,288,2040,2,7,7,0,0,0.259,0
TXN-004040,33.73,5,0.155,182,1578,1,3,6,1,0,0.427,0
TXN-004041,6.52,18,0.34,662,754,0,3,9,0,0,0.527,0
TXN-004042,16.2,9,0.392,448,735,0,1,7,0,0,0.484,0
TXN-004043,292.57,7,0.174,1426,1986,1,0,10,0,0,0.274,0
TXN-004044,37.33,4,0.336,252,1170,0,4,7,0,0,0.226,0
TXN-004045,15.65,2,0.34,1197,621,0,0,10,0,0,0.448,0
TXN-004046,79.65,2,0.535,1291,929,1,9,7,0,1,0.261,1
TXN-004047,3.49,13,0.216,367,1064,2,1,10,0,0,0.553,0
TXN-004048,13.28,4,0.286,240,1607,0,1,8,1,0,0.116,0
TXN-004049,68.54,5,0.321,1048,3592,0,1,9,0,0,0.125,0
TXN-004050,116.75,11,0.351,1240,79,1,4,9,0,0,0.355,0
TXN-004051,27.05,4,0.189,408,3396,0,1,11,0,0,0.292,0
TXN-004052,72.59,11,0.254,1080,2202,1,5,11,0,0,0.296,0
TXN-004053,7.05,22,0.077,1431,2546,1,3,5,0,0,0.596,0
TXN-004054,9.57,19,0.195,445,3314,1,1,13,0,1,0.288,1
TXN-004055,295.7,19,0.123,255,3777,0,3,7,0,0,0.259,0
TXN-004056,6.82,7,0.349,1041,2415,0,2,12,0,0,0.144,0
TXN-004057,229.35,23,0.127,487,1615,0,1,9,1,0,0.273,0
TXN-004058,40.56,22,0.339,553,3387,0,0,12,0,1,0.432,0
TXN-004059,58.35,10,0.332,1242,2391,1,2,9,0,0,0.708,0
TXN-004060,11.9,4,0.428,800,3645,0,1,8,1,0,0.565,0
TXN-004061,12.2,1,0.164,696,3820,0,2,8,0,0,0.416,0
TXN-004062,11.32,7,0.12,187,2137,0,3,14,0,0,0.169,0
TXN-004063,55.63,9,0.41,570,970,1,5,4,0,0,0.452,0
TXN-004064,24.17,9,0.5,798,104,1,1,7,0,0,0.416,0
TXN-004065,9.07,22,0.364,1374,1415,1,2,11,0,0,0.475,0
TXN-004066,29.79,13,0.35,957,1018,0,0,6,0,1,0.448,0
